vid_id,tr,en
veE0E79dEEc_18_45@30,adam meyve ve sebzelerin bıçak yardımıyla nasıl kesileceğini gösteriyor,the man demonstrate how to cut the fruits and vegetables with the help of knief
veE0E79dEEc_18_45@31,bir adam bir patates dilimliyor,a man slices a potato
veE0E79dEEc_18_45@32,yaşlı bir adam bıçak kullanarak kesiyor,an old man is cutting using knife
veE0E79dEEc_18_45@33,adam patates kesiyor,the man is cutting the potato
veE0E79dEEc_18_45@34,ihtiyar bıçağıyla bize bazı yetenekler gösteriyor,n old man is showing us some skills with his knife
veE0E79dEEc_18_45@35,bir adam patates kesim tekniğini gösterir,a man shows a potato cutting technique
veE0E79dEEc_18_45@36,bir şef patates kesmeyi gösterir,a chef demonstrates cutting a potato
veE0E79dEEc_18_45@37,bir şef patates dilimliyor,a chef is slicing a potato
veE0E79dEEc_18_45@39,bir adam patates dilimliyor,a man is slicing a potatoe
veE0E79dEEc_18_45@40,bir adam bir patates kazıyor,a man is dicing a potato
veE0E79dEEc_18_45@41,patates dilimleyen bir şef,a chef slicing a potato
veE0E79dEEc_18_45@42,bir şef patates kesiyor,a chef is cutting a potato
veE0E79dEEc_18_45@43,bir adam patates keser,a man cuts a potato
veE0E79dEEc_18_45@44,bir şef bıçak becerilerinde ustalaşmayı ve bir dilimleme tekniğini kullanmayı gösterir,a chef shows how to master knife skills and use a dicing technique
veE0E79dEEc_18_45@45,erkek aşçı patates dilimliyor,a male chef is slicing potatoes
veE0E79dEEc_18_45@46,patates kesmeyi gösteren bir adam,a man showing how to cut potato
veE0E79dEEc_18_45@47,bıçak becerisini gösteren bir şef,a chef showing his knife skill
veE0E79dEEc_18_45@48,bir adam patates kesiyor,a guy is cutting a potato
veE0E79dEEc_18_45@50,soyulmuş patates dilimleyen bir şef,a chef slicing peeled potato
veE0E79dEEc_18_45@51,bıçakların benzersiz kullanımını gösteren bir adam,a man demonstrating the unique handling and use of knives
veE0E79dEEc_18_45@52,profesyonel bir şef nasıl dize yapılacağı konusunda ipuçları veriyor,a professional chef is giving the tips how to make dicies
veE0E79dEEc_18_45@53,bir adam patates kesiyor,a man is cutting a potato
veE0E79dEEc_18_45@54,bir adam sana patatesleri nasıl doğrayacağını gösteriyor,a man is showing you how to chopdice potatoes
veE0E79dEEc_18_45@55,bir adam patates kesiyor,a man is cutting a potato
veE0E79dEEc_18_45@56,bir şef patates kesiyor,a chef is cutting a potato
veE0E79dEEc_18_45@58,mutfakta yemek hazırlarken bir adam,a men preparing food in ths citchen
veE0E79dEEc_18_45@59,bir şef pane kesiyor,a chef is cutting paneer
veE0E79dEEc_18_45@60,bir adam patates dilimliyor,a man is slicing a potato
vfktGc_qx-w_2_18@1,iki kişi bir motosiklet üzerinde hile yapıyor,two people are doing tricks on a motorcycle
vfktGc_qx-w_2_18@2,bir erkek ve kadın motorlu bisikletleri ile numaralar gerçekleştirme,a man and woman performing stunts with their motor bike
vfktGc_qx-w_2_18@3,erkek sürücü bisikleti bir tekerleğe kaldırırken bir kadın bir motosikletin arkasında duruyor,a woman is standing on the back of a motorbike while the male driver lifts the bike on to one wheel
vfktGc_qx-w_2_18@4,bir adam motosiklet sürerken bir kız koltukta duruyor,a girl stands on the seat while a man drives the motorcycle
vfktGc_qx-w_2_18@5,bir adam sırtında bir kızla bir motosiklete biniyor,a guy is riding a motorcycle with a girl on the back
vfktGc_qx-w_2_18@6,bir motosiklet koltukta duran bir kız,a girl standing on the seat of a motorcycle
vfktGc_qx-w_2_18@7,bir kadın onun arkasındaki koltukta dururken bir adam uzun bir yol boyunca bisiklet sürüyor,a man is wheeling a bike on a long stretch of road as a woman stands on the seat behind him
vfktGc_qx-w_2_18@8,bir çift bir motosiklet üzerinde dublörlük yapıyor,a couple doing a stunt on a motorcycle
vfktGc_qx-w_2_18@9,bir kız bir motosiklet üzerinde bir oğlan arkasında durdu,a girl stood behind a boy on a motorcycle
vfktGc_qx-w_2_18@10,bir adam arka tekerleğinde bir motosiklet sürüyor,a man rides a motorbike on its back wheel
vfktGc_qx-w_2_18@11,motosiklet sürücüleri dublörlük yapıyorlar,the motorcyle riders are doing a stunt
vfktGc_qx-w_2_18@12,bir çift bir motosiklet sürüyor,a couple are riding a motorcycle
vfktGc_qx-w_2_18@13,bir erkek ve kadın arka tekerlek üzerinde bir motosiklet sürdü,a man and woman rode a motorcyle on the back wheel
vfktGc_qx-w_2_18@14,bisiklet üzerinde inanılmaz aksiyon,amazing action on bike
vfktGc_qx-w_2_18@15,iki acayip adam bisikleti kullanıyor,two freaky guys are driving the bike
vfktGc_qx-w_2_18@16,araba yolda hareket ediyor,a car is moving on a road
vfktGc_qx-w_2_18@17,bir kız ve bir erkek bir motosiklet üzerinde bazı ciddi dublörlük yapmaya çalışıyor,a girl and a boy trying to perform some serious stunts on a motorbike
vfktGc_qx-w_2_18@18,bir erkek ve kadın bisiklete biniyor,a man and woman are riding in the bike
vfktGc_qx-w_2_18@19,bir adam bisiklet dublörlük yapıyor,a man is performing bike stunt
vfktGc_qx-w_2_18@21,bisikletle inanılmaz bir hareket,an amazing action on bike
vloe_60s_dk_0_9@1,adam silahını vurdu,the man shot his gun
vloe_60s_dk_0_9@2,bir adam silahını vuruyor,a man is shooting off a gun
vloe_60s_dk_0_9@4,bir adam bir av tüfeği ateşliyor ve namlu sonundan itibaren patlama görebilirsiniz,a man is firing a shotgun and you can see the blast from the end of the barrel
vloe_60s_dk_0_9@6,biri silah çekiyor,someone is shooting a gun
vloe_60s_dk_0_9@7,bir adam silahını ateşliyor,a man is firing a gun
vloe_60s_dk_0_9@8,av tüfeği yavaş çekimde atılıyor,a shotgun is being shot off in slow motion
vloe_60s_dk_0_9@9,bir insan bir av tüfeği ateşliyor,a person is firring a shotgun
vloe_60s_dk_0_9@10,bir adam silah çekiyor,a guy is shooting a gun
vloe_60s_dk_0_9@11,biri silah atıyor,someone is firing a gun
vloe_60s_dk_0_9@12,bir adam bir tüfek ateşler,a man fires a rifle
vloe_60s_dk_0_9@13,adam silahını havaya fırlattı,the man shot his gun in the air
vloe_60s_dk_0_9@14,adam silah çekiyor,the man is shooting a gun
vloe_60s_dk_0_9@15,bir silah bir patlayarak ateşlenir,a gun fires a blast
vloe_60s_dk_0_9@16,bir insan yavaş silahla vuruyor,a person shoots a gun in slow motion
vloe_60s_dk_0_9@17,adam silahını vurdu,the man shot his gun
vloe_60s_dk_0_9@18,bir adam silahla ateş ediyor,a man is firing with a gun
vloe_60s_dk_0_9@19,biri silahla ateş ediyor,someone is shooting with the gun
vloe_60s_dk_0_9@20,ultra yavaş çekimde av tüfeği,shotgun in ultraslo motion
vloe_60s_dk_0_9@21,bir adam silah çekiyor,a man is shooting a gun
vloe_60s_dk_0_9@22,o silahla ateş ediyor,he is gun shooting
vloe_60s_dk_0_9@23,av tüfeği açıklaması,description of shotgun
vloe_60s_dk_0_9@25,bir çocuk silah için ateş ediyor,one boy is shoot for gun
vloe_60s_dk_0_9@26,silahı ile vurulmuş bir adam,a man shot with his gun
vloe_60s_dk_0_9@27,ateş eden bir kişi,a person shooting their
vloe_60s_dk_0_9@29,av tüfeği kullanmak,using a shotgun
vloe_60s_dk_0_9@31,bir sümüklü böcek bir av tüfeğinden ağır çekimde ateşlenir,a slug is fired from a shotgun in slow motion
vloe_60s_dk_0_9@32,kişi silahla ateş ediyor,the person is shooting with a gun
vloe_60s_dk_0_9@34,bir adam silahla ateş ediyor,a man is shooting with a gun
vloe_60s_dk_0_9@35,bir adam bir tüfek ateşler,a man fires a rifle
vloe_60s_dk_0_9@36,silah atmak,shooting a gun
vloe_60s_dk_0_9@37,bir adam silah çekiyor,a man is shooting a gun
vloe_60s_dk_0_9@38,biri silah ateşler,someone fires a gun
vloe_60s_dk_0_9@39,yavaş çekimde ateşli silah,gunshot in slow motion
vloe_60s_dk_0_9@41,bir adam av tüfeği gösteriyor,a man is showing the shotgun
vloe_60s_dk_0_9@42,çok yavaş hareket eden bir silah,a shot gun firing in a very slow motion
vloe_60s_dk_0_9@43,ultra yavaş hareketle silah çekiyor,he is shooting gun in ultra solo motion
vloe_60s_dk_0_9@44,bir silahtan çıkan merminin yavaş hareketi,slow motion of bullet coming out from a gun
vloe_60s_dk_0_9@45,bir mermi av tüfeğinden ateşlenir,a bullet is fired from a shotgun
vloe_60s_dk_0_9@46,bir adam silahla ateş ediyor,a man is shooting with a gun
vloe_60s_dk_0_9@47,bir adam yavaş çekimde av tüfeği ateş ediyor,a man is firing a shotgun in slow motion
vloe_60s_dk_0_9@48,bir adam silah vuruyor,a man shoots a gun
vloe_60s_dk_0_9@49,kişi ateş ediyor,the person is the shooting
vloe_60s_dk_0_9@50,silah ateşi demosu,the gun fire demo
vloe_60s_dk_0_9@51,bir adam silahtan ateş ediyor,a man is shooting from gun
vpR0L3sIvoo_15_49@1,bir kedi çılgınca havaya fırlar,a cat jumps frantically in the air
vpR0L3sIvoo_15_49@2,bir evde küçük bir kabarık topla oynarken siyah bir kedi sıçradı ve havada zıplıyor,a black cat is leaping and jumping high in the air while playing with a small bouncy ball in a house
vpR0L3sIvoo_15_49@3,bir kedi topu yakalamaya çalışırken zıplıyor,a cat is bouncing around trying to catch a ball
vpR0L3sIvoo_15_49@4,bir kedi topu kovalıyor,a cat is chasing a ball
vpR0L3sIvoo_15_49@5,bir kedi bir oyuncaktan sonra atlıyor,a cat is jumping after a toy
vpR0L3sIvoo_15_49@6,bir kedi çok atlıyor,a cat is jumping too much
vpR0L3sIvoo_15_49@7,bir kedi atlıyor,a cat is jumping
vpR0L3sIvoo_15_49@8,bir kedi atlıyor,a cat is jumping
vpR0L3sIvoo_15_49@9,bir kedi havada sıçrıyor,a cat is leaping through the air
vpR0L3sIvoo_15_49@10,bir kedi yüksek atlar,a cat jumps high
vpR0L3sIvoo_15_49@11,bir kedi art arda havaya atlar,a cat repeatedly jumps high into the air
vpR0L3sIvoo_15_49@12,kedi toptan sonra atlıyor,the cat is jumping after the ball
vpR0L3sIvoo_15_49@13,kedi sıçrayan bir lastik top kovalayan havada yüksek zıpladı,the cat jumped high in the air chasing a bouncing rubber ball
vpR0L3sIvoo_15_49@14,kedi yukarı ve aşağı bir topu kovalarken sıçradı,the cat jumped up and down chasing a ball
vpR0L3sIvoo_15_49@15,zıplayan topla oynayan kara kedi,a black cat playing with the bouncing ball
vpR0L3sIvoo_15_49@16,bir kedi odasında bazı numaralar yapıyor,a cat is doing some stunts in the room
vpR0L3sIvoo_15_49@17,bir kedi odasında numaralar yapıyor,a cat is doing stunts in the room
vpR0L3sIvoo_15_49@18,bir kedi etrafında atlıyor,a cat is jumping around
vpR0L3sIvoo_15_49@19,bir kedi bir odanın içine atlıyor,a cat is juping inside a room
vpR0L3sIvoo_15_49@20,bir kedi koşuşturup havada zıplıyor,a cat is running around and jumping high in the air
vpR0L3sIvoo_15_49@21,bir kedi bazı numaralar gösteriyor,a cat is showing some stunts
vpR0L3sIvoo_15_49@22,bir kedi bir top için bodur,a cat is stunting for a ball
vpR0L3sIvoo_15_49@23,komik bir kedi klibi,a funny cat clip
vpR0L3sIvoo_15_49@24,evin etrafında atlayan kara kedi,a black cat jumping around the house
vpR0L3sIvoo_15_49@25,siyah bir kedi evin etrafında atlar,a black cat leaps around the house
vpR0L3sIvoo_15_49@26,bir kedi topu takip ediyor,a cat chases a ball
vpR0L3sIvoo_15_49@27,bir kedi yere atlayarak numaralar yapıyor,a cat is doing stunts by jumping over the floor
vpR0L3sIvoo_15_49@28,bir kedi hızla atlıyor ve koşuyor,a cat is jumping and running fastly
vpR0L3sIvoo_15_49@29,bir kedi bir top kovalayan etrafında atlıyor,a cat is jumping around chasing a ball
vpR0L3sIvoo_15_49@30,bir kedi etrafında atlıyor,a cat is jumping around
vpR0L3sIvoo_15_49@31,bir kedi zıplayan bir topu kovalamak için içeride atlıyor,a cat is jumping indoors to chase a bouncing ball
vpR0L3sIvoo_15_49@32,bir kedi havaya atlıyor ve evin etrafında sıçrıyor,a cat is jumping into the air and prancing around the house
vpR0L3sIvoo_15_49@33,bir kedi bir yerde atlıyor,a cat is jumping on a floor
vpR0L3sIvoo_15_49@34,bir kedi yukarı ve aşağı atlıyor,a cat is jumping up and down
vpR0L3sIvoo_15_49@35,bir kedi atlıyor,a cat is jumping
vpR0L3sIvoo_15_49@36,bir kedi atlıyor,a cat is jumping
vpR0L3sIvoo_15_49@37,bir kedi atlıyor,a cat is jumping
vpR0L3sIvoo_15_49@38,bir kedi bir topun ardından kovalıyor ve havada sıçrıyor,a cat is leaping in the air chasing after a ball
vpR0L3sIvoo_15_49@39,bir kedi koşuyor ve oyuncaktan geçerken evin içinden atlıyor,a cat is running and jumping through the house as it chases a toy
vpR0L3sIvoo_15_49@40,bir kedi küçük bir zıplayan top ardından koşuyor ve sıçrıyor,a cat is running and leaping after a small bouncing ball
vpR0L3sIvoo_15_49@41,bir kedi koşuşturup havada zıplıyor,a cat is running around and jumping up in the air
vpR0L3sIvoo_15_49@42,bir kedi koşuyor,a cat is running
vpR0L3sIvoo_15_49@43,atlayan ve bir şey kovalayan bir kedi,a cat jumping and chasing something
vpR0L3sIvoo_15_49@44,evde atlayan bir kedi,a cat jumping in the house
vpR0L3sIvoo_15_49@45,bir kedi atlar,a cat jumps
vpR0L3sIvoo_15_49@46,bir kedi sıçrıyor bir topu kovalıyor ve havaya sıçrarken bir evin etrafında koşuyor,a cat runs around a house chasing a bouncing ball and leaping into the air
vpR0L3sIvoo_15_49@47,bazı püf noktaları gösteren bir kedi,a cat showing some tricks
vpR0L3sIvoo_15_49@48,sakinleri olmayan bir oda,a room without any occupants
vpR0L3sIvoo_15_49@49,inanılmaz kedileri efendisinin önünde ciddi hareketler gerçekleştiriyor,amazing cats performing serious stunts infront of his master
vpR0L3sIvoo_15_49@50,kediler bodur,cats are stunting
vpR0L3sIvoo_15_49@51,kedi atletik,the cat is athletic
vpR0L3sIvoo_15_49@52,kedi odada atlıyor,the cat is jumping in the room
vpR0L3sIvoo_15_49@53,kedi atlıyor,the cat jumping
vpR0L3sIvoo_15_49@54,bir kedi bir şey yakalıyor,a cat is catching something
vpR0L3sIvoo_15_49@55,bir kedi atlıyor ve koşuyor,a cat is jumping and running
vpR0L3sIvoo_15_49@56,bir kedi atlıyor,a cat is jumping
vub04F8CWng_32_41@1,bir çift zebra birbiriyle oynuyor,a pair of zebras are playing with each other
vub04F8CWng_32_41@2,bir çift zebra sürtüyor,a pair of zebras is nuzzling
vub04F8CWng_32_41@3,iki zebra birbirine yapışmış,the two zebras nuzzled each other
vub04F8CWng_32_41@5,zebralar birbirlerini şaşırtıyor,the zebras nuzzled each other
vub04F8CWng_32_41@6,iki zebra birbirine sürtüyor,two zebra are rubbing each other faces
vub04F8CWng_32_41@7,iki zebra kafalarını ovuşturuyor,two zebra are rubbing their heads together
vub04F8CWng_32_41@8,iki zebra birbirleriyle kafalarını dürtüyor,two zebras are nudging each other with their heads
vub04F8CWng_32_41@9,iki zebra birbirine sürtüyor,two zebras are nuzzling each other
vub04F8CWng_32_41@10,iki zebra sürtüyor,two zebras are nuzzling
vub04F8CWng_32_41@11,iki zebra sürtüyor,two zebras are nuzzling
vub04F8CWng_32_41@12,iki zebra birbirleriyle oynuyorlar,two zebras are playing with each other
vub04F8CWng_32_41@13,iki zebra birbirleriyle oynuyorlar,two zebras are playing with each other
vub04F8CWng_32_41@14,iki zebra kafaları sürtüyor,two zebras are rubbing heads
vub04F8CWng_32_41@15,iki zebra sosyalleşiyor,two zebras are socializing
vub04F8CWng_32_41@16,iki zebra birbirleriyle kafalarını okşadı,two zebras are stroking each other with their heads
vub04F8CWng_32_41@17,iki zebra birbirlerine sürtüyor,two zebras groom each other
vub04F8CWng_32_41@18,iki zebra kafalarını birbirine sürttü,two zebras rub their heads against one another
vub04F8CWng_32_41@19,zebralar oynuyor,zebras are playing
vub04F8CWng_32_41@20,zebralar kafalarını ovuşturuyor,zebras are rubbing their heads together
vub04F8CWng_32_41@21,tango ormanlarında zebralar,zebras in the forests of tango
vub04F8CWng_32_41@22,zebralar birbirlerini özlüyor,the zebras are moosing each othe
vub04F8CWng_32_41@23,zebralar oynuyor,zebras are playing
vub04F8CWng_32_41@24,iki zebra oynuyor,the two zebra palying
vub04F8CWng_32_41@25,zebra çiftleşmesi,mating of zebra
vub04F8CWng_32_41@26,iki zebra oynuyor,the two zebra is playing
vub04F8CWng_32_41@27,bu zebra tango yapıyor,this is the zebra tango
vub04F8CWng_32_41@28,iki zebra mırıldanıyor,two zebra are nuzzling
vub04F8CWng_32_41@29,iki zebra duruyor,two zebra are standing
vub04F8CWng_32_41@30,birbirlerini seven iki zebra,two zebras loving each other
vub04F8CWng_32_41@31,iki zebra çimenlerin üzerinde oynuyorlar,two zebra are playing on the grass
vub04F8CWng_32_41@32,iki zebra birbirine sürtünüyor,two zebras are rubbing against each other
vub04F8CWng_32_41@33,iki zebra dans ediyordu,two zebras were dancing
vub04F8CWng_32_41@34,iki zebra kafalarını birbirine sürtüyor,two zebras are rubbing their heads against each other
vub04F8CWng_32_41@35,oyundaki zebralar,zebras at play
vub04F8CWng_32_41@36,iki zebralar oynuyorlar,two zebras are playing
vub04F8CWng_32_41@37,iki zebra birbirine sarılıyor,two zebras are cuddling with each other
vub04F8CWng_32_41@38,iki zebra birbirinin kafasını ovuyor,two zebras rub each other s heads
vub04F8CWng_32_41@39,iki zebra birbirlerine bacaklarını kıstırmaya çalışıyor,two zebra are trying to nipping at each other legs
vub04F8CWng_32_41@40,iki zebra etkileşiyor,two zebras are interacting
vub04F8CWng_32_41@41,iki zebra kavga ediyor,two zebra are fighting
vub04F8CWng_32_41@42,toprakta oynayan iki zebra,two zebras playing in the ground
vub04F8CWng_32_41@43,iki zebra birbirlerine sokuluyor,two zebras nuzzle each other
vub04F8CWng_32_41@44,iki zebra birbirine sürtüyor,two zebra are nuzzling one another
vub04F8CWng_32_41@46,zebra tango için harika bir video,amazing video for zebra tango
vub04F8CWng_32_41@47,birkaç zebra kafa sürtüyor,a couple of zebras are rubbing heads
vub04F8CWng_32_41@48,iki zebra birbirine sürtüyor,two zebras are nuzzling each other
vulNlhUI6m0_7_27@1,jack nicholson banyoya gömülüyor,jack nicholson is being patted down in a bathroom
vulNlhUI6m0_7_27@2,bir adam başka bir adamın ceketindeki lekeyi siliyor,one man wipes a stain off of another man s jacket
vulNlhUI6m0_7_27@3,bir banyo görevlisi başka bir adamı temizliyor,a bathroom attendant is cleaning up another man
vulNlhUI6m0_7_27@4,bir banyo görevlisi bir adamın ceketini siliyor,a bathroom attendant is wiping a man s jacket
vulNlhUI6m0_7_27@5,takım elbiseli bir beyefendi başka bir adamın ceketini temizliyor,a gentleman in a suit is cleaning the coat of another man
vulNlhUI6m0_7_27@6,bir adam başka birinin ceketini mendil ile temizler,a man cleans another man s jacket with a tissue
vulNlhUI6m0_7_27@7,uşak gibi giyinmiş bir adam başka bir adamın ceketini siliyor,a man dressed like a butler is wiping off another man s jacket
